Mods count: 177
 
                                     jar name                                      | notes |               mod id                |                     mod name                      |       mod version       |                                                                                                                                             mixin configs                                                                                                                                              |              modrinth hash               | curseforge hash
iris-neoforge-1.10.9+mc26.1.1.jar                                                  |       | iris                                | Iris                                              | 1.10.9+mc26.1.1         | mixins.iris.compat.sodium.json, mixins.iris.forge.json, mixins.iris.devenvironment.json, mixins.iris.fixes.maxfpscrash.json, mixins.iris.json, mixins.iris.fantastic.json, mixins.iris.integrationtest.json, mixins.iris.vertexformat.json, mixins.iris.bettermipmaps.json, mixins.iris.compat.dh.json | e906a2fc794e38a3d13ea7f808b7c3e57be1dcea | 765583309      
    /META-INF/jarjar/antlr4-runtime-4.13.1.jar                                     |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/glsl-transformer-3.0.0-pre3.jar                               |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/jcpp-1.4.14.jar                                               |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
Jade-mc26.1-NeoForge-26.1.1.jar                                                    |       | jade                                | Jade                                              | 26.1.1+neoforge         | jade.mixins.json                                                                                                                                                                                                                                                                                       | de4f46703a11ac6a35d2fce17c17a603c1886478 | 4197795416     
jegn-1.5.1pre2+neoforge26.1.jar                                                    |       | jeg                                 | jegn                                              | 1.5.1pre2               | jeg.mixins.json                                                                                                                                                                                                                                                                                        | 631ba975f9b7a925d136f0491b54291ab6841521 | 2731082479     
jei-26.1.2-neoforge-29.5.0.28.jar                                                  |       | jei                                 | Just Enough Items                                 | 29.5.0.28               |                                                                                                                                                                                                                                                                                                        | 8475111e405dd2f52974e2f87a9e69381caf8601 | 108539601      
JsonThings-26.1.2-0.18.5.jar                                                       |       | jsonthings                          | Json Things                                       | 0.18.5                  | jsonthings.mixins.json                                                                                                                                                                                                                                                                                 | 0568b3cd2274767e73a3b314e4665a94cda96854 | 276643308      
    /META-INF/jarjar/rhino-lib-1.0.1.jar                                           |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
JustEnoughProfessions-neoforge-26.1.2-11.0.2.jar                                   |       | justenoughprofessions               | Just Enough Professions (JEP)                     | 11.0.2                  |                                                                                                                                                                                                                                                                                                        | 99d1307e6f5f305c1710249ff906df7535902721 | 3644341357     
lambdynamiclights-4.10.2+26.1.2.jar                                                |       | lambdynlights                       | LambDynamicLights                                 | 4.10.2+26.1.2           | lambdynlights.mixins.json, lambdynlights.lightsource.mixins.json                                                                                                                                                                                                                                       | 7d48324546d39cdfe5bfa90e1897bb031619a15d | 929269198      
    /META-INF/jars/lambdynamiclights-api-4.10.2+26.1.2.jar                         |       | lambdynlights_api                   | LambDynamicLights (API)                           | 4.10.2+26.1.2           |                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/yumi-commons-collections-2.0.0.jar                          |       | yumi_commons_collections            | Yumi Commons: Collections                         | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/yumi-commons-core-2.0.0.jar                                 |       | yumi_commons_core                   | Yumi Commons: Core                                | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/yumi-commons-event-2.0.0.jar                                |       | yumi_commons_event                  | Yumi Commons: Event                               | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/pridelib-1.6.0+26.1.jar                                         |       | pride                               | Pride Lib                                         | 1.6.0+26.1              |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/spruceui-10.0.0+26.1.jar                                        |       | spruceui                            | SpruceUI                                          | 10.0.0+26.1             | spruceui.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/yumi-mc-foundation-1.0.0+26.1.jar                               |       | yumi_mc_core                        | Yumi Minecraft Libraries: Foundation              | 1.0.0+26.1              | yumi_mc_core.mixins.json, yumi_mc_core.neoforge.mixins.json                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/yumi-commons-collections-2.0.0.jar                          |       | yumi_commons_collections            | Yumi Commons: Collections                         | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/yumi-commons-core-2.0.0.jar                                 |       | yumi_commons_core                   | Yumi Commons: Core                                | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/yumi-commons-event-2.0.0.jar                                |       | yumi_commons_event                  | Yumi Commons: Event                               | 2.0.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
lithium-neoforge-0.24.2+mc26.1.2.jar                                               |       | lithium                             | Lithium                                           | 0.24.2                  | lithium.mixins.json, lithium-neoforge.mixins.json                                                                                                                                                                                                                                                      | a0af9187cec37b0b33c569e6b19d8cfe7a7fa1f8 | 2187775123     
lithostitched-1.7.6-neoforge-26.1.jar                                              |       | lithostitched                       | Lithostitched                                     | 1.7.6                   | lithostitched.mixins.json, lithostitched.26.1.mixins.json, lithostitched.neoforge.mixins.json                                                                                                                                                                                                          | b195b1fcb92f60f14b4b459a42388d7fef041e99 | 4172069360     
lootr-neoforge-26.1.2-1.22.36.109.jar                                              |       | lootr                               | Lootr                                             | 1.22.36.109             | lootr-neoforge.mixins.json, lootr-neoforge-digsite_workshop.mixins.json, lootr-common.mixins.json                                                                                                                                                                                                      | 8128645b8cf4d34440869cff9b3e59d915e41610 | 2385445304     
    /META-INF/jarjar/resourcefulconfig-neoforge-26.1-4.0.1.jar                     |       | resourcefulconfig                   | Resourcefulconfig                                 | 4.0.1                   | resourcefulconfig.mixins.json                                                                                                                                                                                                                                                                          |                                          |                
ly-lucky-blocks-v1.3.3.jar                                                         |       | mr_ly_luckyblocks                   | Lucky Blocks                                      | 1-v1.3.3                |                                                                                                                                                                                                                                                                                                        | 68ca3cfbb49f3a1ebf175d61e2829743e7f0e86d | 1777568502     
many_more_ores_and_crafts-neoforge-26.1.2-2.0.0.jar                                |       | many_more_ores_and_crafts           | Many More Ores and Crafts                         | 2.0.0                   | many_more_ores_and_crafts.mixins.json, many_more_ores_and_crafts.neoforge.mixins.json                                                                                                                                                                                                                  | 9acee7c96a4f768c636a23dae9453df79b866070 | 1677561284     
material-lib-26.1.1.0.jar                                                          |       | tegmatlib                           | TEG Material Lib                                  | 21.10.7.5-beta          |                                                                                                                                                                                                                                                                                                        | 59674c98f3d50efeb1bad58cac44164c651c7313 | 3810414192     
MaxHealthFix-neoforge-MC26.1.2-26.1.2.1.jar                                        |       | maxhealthfix                        | MaxHealthFix                                      | 26.1.2.1                | maxhealthfix.neoforge.mixins.json, maxhealthfix.common.mixins.json                                                                                                                                                                                                                                     | 94262c953060475bd839812025a4b31f2de81d06 | 1269991772     
mcw-bridges-3.1.2-mc26.1neoforge.jar                                               |       | mcwbridges                          | Macaw's Bridges                                   | 3.1.2                   |                                                                                                                                                                                                                                                                                                        | ea68b77a9cb32416994e2eddcabcd94c0fdc948f | 2980680981     
mcw-doors-1.1.5-mc26.1neoforge.jar                                                 |       | mcwdoors                            | Macaw's Doors                                     | 1.1.5                   |                                                                                                                                                                                                                                                                                                        | 5af3a008b139c8a29af3b3f50155c2d485d7d411 | 3239944597     
mcw-fences-1.2.1-mc26.1neoforge.jar                                                |       | mcwfences                           | Macaw's Fences and Walls                          | 1.2.1                   |                                                                                                                                                                                                                                                                                                        | 9dd0d8693e15e70e527d6573207636028b5f69e3 | 2139359323     
mcw-furniture-3.4.2-mc26.1neoforge.jar                                             |       | mcwfurnitures                       | Macaw's Furniture                                 | 3.4.2                   |                                                                                                                                                                                                                                                                                                        | 284997aa5653c4179e5fbe08812a958dfcb5d652 | 648294717      
mcw-holidays-1.1.2-mc26.1neoforge.jar                                              |       | mcwholidays                         | Macaw's Holidays                                  | 1.1.2                   |                                                                                                                                                                                                                                                                                                        | d7e339619af507a8e2b5c5433500beb7bbe0d05c | 2128962110     
mcw-lights-1.1.5-mc26.1neoforge.jar                                                |       | mcwlights                           | Macaw's Lights and Lamps                          | 1.1.5                   |                                                                                                                                                                                                                                                                                                        | 6fe2353d47e620a746eada1556f87b5cf3c66875 | 2452020157     
mcw-paintings-1.1.0-mc26.1neoforge.jar                                             |       | mcwpaintings                        | Macaw's Paintings                                 | 1.1.0                   |                                                                                                                                                                                                                                                                                                        | 455c0733ce7ce19ef5121ced2b1db216daafc163 | 982998339      
mcw-paths-1.1.1-mc26.1neoforge.jar                                                 |       | mcwpaths                            | Macaw's Paths and Pavings                         | 1.1.1                   |                                                                                                                                                                                                                                                                                                        | b1a87f1593944372b74e69db6e98cea9c26f1bd6 | 3582431791     
mcw-roofs-2.3.2-mc26.1neoforge.jar                                                 |       | mcwroofs                            | Macaw's Roofs                                     | 2.3.2                   |                                                                                                                                                                                                                                                                                                        | 6c6b3262cf52024f721b00f01240270339e11a31 | 1497859285     
mcw-stairs-1.0.2-mc26.1neoforge.jar                                                |       | mcwstairs                           | Macaw's Stairs and Balconies                      | 1.0.2                   |                                                                                                                                                                                                                                                                                                        | 5a71cc821449248a89684323f01710574e744983 | 3810499958     
mcw-trapdoors-1.1.5-mc26.1neoforge.jar                                             |       | mcwtrpdoors                         | Macaw's Trapdoors                                 | 1.1.5                   |                                                                                                                                                                                                                                                                                                        | 9b84edca0985334e3f8e8927a37e7be4e268998e | 3722910625     
mcw-windows-2.4.2-mc26.1neoforge.jar                                               |       | mcwwindows                          | Macaw's Windows                                   | 2.4.2                   |                                                                                                                                                                                                                                                                                                        | b15e3d23d43b9887bdfaffc23e8b55c7be7ef3b2 | 4168569622     
modernfix-neoforge-5.27.12+mc26.1.2.jar                                            |       | modernfix                           | ModernFix                                         | 5.27.12+mc26.1.2        | modernfix-modernfix.mixins.json                                                                                                                                                                                                                                                                        | 255510da06f45da2d44a380d975fa77c5b570be1 | 3538027304     
modonomicon-26.1.2-neoforge-1.142.0.jar                                            |       | modonomicon                         | Modonomicon                                       | 1.142.0                 | modonomicon.neoforge.mixins.json, modonomicon.mixins.json                                                                                                                                                                                                                                              | 39126747844d3c7bb55ad312c1f77206376c60a0 | 1519536247     
    /META-INF/jarjar/commonmark-0.28.0.jar                                         |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/commonmark-ext-gfm-strikethrough-0.28.0.jar                   |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/commonmark-ext-ins-0.28.0.jar                                 |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
monolib-neoforge-26.1.2-4.0.2.jar                                                  |       | monolib                             | MonoLib                                           | 4.0.2                   | monolib.mixins.json, monolib.neoforge.mixins.json                                                                                                                                                                                                                                                      | d5fa6c0f274e277711780a36cacd0bae549fcd7f | 1577870296     
more-professions-1.5.3.jar                                                         |       | mr_more_professions                 | More Professions                                  | 1.5.3                   |                                                                                                                                                                                                                                                                                                        | 09ca0919a9f0d0a8ae3b9ae4dacc7bcf6ac7b6ce | 1573518508     
more_tier_upgrade-1.1.0-mc26.1.x-neoforge.jar                                      |       | more_tier_upgrade                   | More Tier Upgrade                                 | 1.1.0-mc26.1.x-neoforge | more_tier_upgrade.mixins.json                                                                                                                                                                                                                                                                          | f77cb055ee9670f9f404d9b4ea7714a4e52e73d4 | 1074760831     
MouseTweaks-neoforge-mc26.1-2.31.jar                                               |       | mousetweaks                         | Mouse Tweaks                                      | 2.31                    | mousetweaks-fabric.mixins.json, mousetweaks.mixins.json                                                                                                                                                                                                                                                | e171c7b91ab9ab3b0f7b63aa5b0337f578588b5c | 3329398941     
MoVillagers-V1.0-Neoforge-26.1.jar                                                 |       | movillagers                         | Mo Villagers Mod                                  | 1.0.0                   |                                                                                                                                                                                                                                                                                                        | 1b5c11e904d5604efb6ab00fe50be74343836877 | 3930682204     
MutantMonsters-v26.1.0-mc26.1.x-NeoForge.jar                                       |       | mutantmonsters                      | Mutant Monsters                                   | 26.1.0                  | mutantmonsters.common.mixins.json, mutantmonsters.neoforge.mixins.json                                                                                                                                                                                                                                 | 74dabc712311c3ab72d3d22fc1170e8023da66ad | 2097691287     
NaturesCompass-26.1-3.3.0-neoforge.jar                                             |       | naturescompass                      | Nature's Compass                                  | 26.1-3.3.0-neoforge     |                                                                                                                                                                                                                                                                                                        | 012493d8d90a14ff00f6d680af2ff2d5160c4930 | 2082173564     
Nullscape_26.1_v1.2.19.jar                                                         |       | nullscape                           | Nullscape                                         | 1.2.19                  |                                                                                                                                                                                                                                                                                                        | d1b0e247a43ce952452651e0b52a0cb036504d08 | 4253974828     
occultism-26.1.2-neoforge-1.227.1.jar                                              |       | occultism                           | Occultism                                         | 1.227.1                 |                                                                                                                                                                                                                                                                                                        | c8dbc7c2b8a9f68058045b7b616600b8d4c90250 | 4033881450     
    /META-INF/jarjar/codedefinedgui-26.1.2-neoforge-1.9.0.jar                      |       | codedefinedgui                      | Code Defined GUI                                  | 1.9.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
ok_zoomer-17.0.0-beta.4.jar                                                        |       | ok_zoomer                           | Ok Zoomer                                         | 17.0.0-beta.4           | ok_zoomer.mixins.json                                                                                                                                                                                                                                                                                  | c97cfef570a14b9a156a42dcd8f7bf952e383bc9 | 2698149110     
    /META-INF/jars/api_fabric-0.8.1.jar                                            |       | wrench_wrapper                      | Wrench Wrapper                                    | 0.8.1                   |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/api_neoforge-0.8.1.jar                                        |       | wrench_wrapper                      | Wrench Wrapper                                    | 0.8.1                   |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/impl-0.8.1.jar                                                |       | wrench_wrapper_backend              | Wrench Wrapper (Backend)                          | 0.8.1                   |                                                                                                                                                                                                                                                                                                        |                                          |                
packetfixer-neoforge-3.3.4-26.1.jar                                                |       | packetfixer                         | PacketFixer                                       | 3.3.4                   | packetfixer.mixins.json, packetfixer.neoforge.mixins.json                                                                                                                                                                                                                                              | 150aa39e50c4c2f9f30f94ea901905a4782ec9bf | 1090233714     
ParticleEffects-1.4.0+26.1+neoforge.jar                                            |       | particle_effects                    | Particle Effects                                  | 1.4.0+26.1+neoforge     | particle_effects-inventory_particles.mixins.json, particle_effects.mixins.json                                                                                                                                                                                                                         | 94f03666a5fa1b76c18794f0b21b94c703932108 | 2971455603     
paxelz-1.0.2.jar                                                                   |       | paxelz                              | Paxelz                                            | 1.0.2                   | paxelz.mixins.json                                                                                                                                                                                                                                                                                     | fb6a1ae97662620d66a53379f9f81fa507ac532c | 1657610404     
pipez-neoforge-1.2.30+26.1.2.jar                                                   |       | pipez                               | Pipez                                             | 1.2.30+26.1.2           |                                                                                                                                                                                                                                                                                                        | 654b295a9767b97a24b63e0020bbe4aaccbcfcaf | 1069134904     
Powah-7.0.4-alpha.jar                                                              |       | powah                               | Powah                                             | 7.0.4-alpha             |                                                                                                                                                                                                                                                                                                        | be3142e30305d4992d3569d966f42d684d7f54af | 507867266      
PrickleMC-neoforge-MC26.1.2-26.1.2.2.jar                                           |       | prickle                             | PrickleMC                                         | 26.1.2.2                | prickle.neoforge.mixins.json, prickle.common.mixins.json                                                                                                                                                                                                                                               | 5640fd4e7e0dfb275a0bb41746f1d0315c03db1e | 1473644866     
PuzzlesLib-v26.1.6-mc26.1.x-NeoForge.jar                                           |       | puzzleslib                          | Puzzles Lib                                       | 26.1.6                  | puzzleslib.common.mixins.json, puzzleslib.neoforge.mixins.json                                                                                                                                                                                                                                         | c4254cbb894926126a9599aad6db9ba4f933282f | 3368302391     
refinedsticks-26.1.2-2.0.3.jar                                                     |       | refinedsticks                       | Refined Construction Sticks                       | 2.0.3                   |                                                                                                                                                                                                                                                                                                        | 2879cd4a5788ab2aaaa08025382b98486a228c60 | 536272030      
refinedstorage-curios-integration-2.0.1.jar                                        |       | refinedstorage_curios_integration   | Refined Storage - Curios Integration              | 2.0.1                   |                                                                                                                                                                                                                                                                                                        | 3b01dc65ed8ddcefd8cca27116004497d9d655c6 | 810172998      
refinedstorage-jei-integration-neoforge-2.0.0.jar                                  |       | refinedstorage_jei_integration      | Refined Storage - JEI Integration                 | 2.0.0                   |                                                                                                                                                                                                                                                                                                        | 01be5e70b62238733de1af4a6d59c384a44d5af1 | 3821072835     
refinedstorage-neoforge-3.0.1.jar                                                  |       | refinedstorage                      | Refined Storage                                   | 3.0.1                   | refinedstorage.mixins.json                                                                                                                                                                                                                                                                             | 33afc50e828f2c1613f21ae6c9207756c54c3e7e | 3973903076     
refinedstorage-quartz-arsenal-neoforge-2.0.4.jar                                   |       | refinedstorage_quartz_arsenal       | Refined Storage - Quartz Arsenal                  | 2.0.4                   |                                                                                                                                                                                                                                                                                                        | ba0097080238973d64da88fb8874585b97cfc8d8 | 680579356      
refurbished_furniture-neoforge-26.1.2-1.0.23.jar                                   |       | refurbished_furniture               | MrCrayfish's Furniture Mod: Refurbished           | 1.0.23                  | refurbished_furniture.common.mixins.json                                                                                                                                                                                                                                                               | e9f650e87006401714b2e027d547d93647d0d51f | 3963846543     
reliable_gliders-neoforge-26.1.2-1.3.1.jar                                         |       | reliable_gliders                    | Reliable Gliders                                  | 1.3.1                   | reliable_gliders.mixins.json, reliable_gliders.neoforge.mixins.json                                                                                                                                                                                                                                    | 7ca36ee75bfacb0239d4d9a3158ee70d142ba7fb | 605561664      
reliquary-26.1.2-2.0.83.1467.jar                                                   |       | reliquary                           | Reliquary Reincarnations                          | 2.0.83                  | reliquary.mixins.json                                                                                                                                                                                                                                                                                  | 3451e6b22c93c1e2a1f894896bcdf89c456962aa | 2269811301     
ResourcefulLib-4.0.1.jar                                                           |       | resourcefullib                      | Resourceful Lib                                   | 4.0.1                   | resourcefullib.mixins.json                                                                                                                                                                                                                                                                             | 0ba3df5f8985b24c9a1a254aa2f367bb17620628 | 468189781      
    /META-INF/jarjar/bytecodecs-1.1.3.jar                                          |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/yabn-1.0.3.jar                                                |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
shogi-neoforge-26.1.2-26.1.2.3.jar                                                 |       | shogi                               | Shogi                                             | 26.1.2.3                | shogi.neoforge.mixins.json, shogi.mixins.json                                                                                                                                                                                                                                                          | c2a186c7ed66247c9af1f574667d259cdf9880c0 | 4254218510     
    /META-INF/jarjar/net.blay09.mods.shogi-api-26.1.2.3.jar                        |       | shogi_api                           | Shogi API                                         | 26.1.2.3                |                                                                                                                                                                                                                                                                                                        |                                          |                
silent-gear-26.1.2-neoforge-4.2.1.jar                                              |       | silentgear                          | Silent Gear                                       | 4.2.1                   | silentgear.mixins.json                                                                                                                                                                                                                                                                                 | 0dda245a9d38328275e37bdbc26e356efa9cee92 | 2743665646     
silent-lib-26.1.2-neoforge-11.2.0.jar                                              |       | silentlib                           | Silent Lib                                        | 11.2.0                  |                                                                                                                                                                                                                                                                                                        | e0cd0425a2b230a575aa9433c350a6a49c861c9d | 768280664      
slime_tech-0.1.44.jar                                                              |       | slime_tech                          | Slime Tech                                        | 0.1.44                  |                                                                                                                                                                                                                                                                                                        | 21bb30d74818dd6fbe2dfb3bed937bd9c2f498cb | 4091652837     
sodium-extra-neoforge-0.8.7+mc26.1.1.jar                                           |       | sodium_extra                        | Sodium Extra                                      | 0.8.7+mc26.1.1          | sodium-extra.mixins.json                                                                                                                                                                                                                                                                               | 509e5999f3e808101868b506dc1979e94617ecfd | 2994130169     
sodium-neoforge-0.8.12-beta.4+mc26.1.2.jar                                         |       | sodium                              | Sodium                                            | 0.8.12-beta.4+mc26.1.2  | sodium-neoforge.mixins.json, sodium-common.mixins.json                                                                                                                                                                                                                                                 | cb5047edd59d60364b89ddb812753167ee6c9958 | 2060684601     
    /META-INF/jarjar/net.caffeinemc.sodium-neoforge-0.8.12-beta.4+mc26.1.2-mod.jar |       | sodium                              | Sodium                                            | 0.8.12-beta.4+mc26.1.2  | sodium-neoforge.mixins.json, sodium-common.mixins.json                                                                                                                                                                                                                                                 |                                          |                
Sophisticated-Wolves-26.1-4.1.11.jar                                               |       | sophisticated_wolves                | Sophisticated Wolves                              | 4.1.11                  |                                                                                                                                                                                                                                                                                                        | b0684255c42d417128c75e42d4b5d86637f44e2b | 3170915234     
sophisticatedbackpacks-26.1.2-3.25.55.1739.jar                                     |       | sophisticatedbackpacks              | Sophisticated Backpacks                           | 3.25.55                 |                                                                                                                                                                                                                                                                                                        | a244d7e79c7342717d7b1841049c1f9f4d60693b | 2817812806     
sophisticatedcore-26.1.2-1.4.45.1849.jar                                           |       | sophisticatedcore                   | Sophisticated Core                                | 1.4.45                  | sophisticatedcore.mixins.json, sophisticatedcore.create.mixins.json                                                                                                                                                                                                                                    | dccab90a609db550eb3f2ac812303a5317a201dc | 3524252723     
sophisticatedinventoryinteractions-26.1.2-0.1.11.117.jar                           |       | sophisticatedinventoryinteractions  | Sophisticated Inventory Interactions              | 0.1.11                  |                                                                                                                                                                                                                                                                                                        | c5b9f943c3248b11c23a7a067649c7f4c823e9fd | 1398895240     
sophisticatedstorage-26.1.2-1.5.64.1721.jar                                        |       | sophisticatedstorage                | Sophisticated Storage                             | 1.5.64                  |                                                                                                                                                                                                                                                                                                        | c1c950eb882b1f7e2e889ab3eb50a0774d6818a3 | 4281242889     
sophisticatedstorageinmotion-26.1.2-0.10.29.243.jar                                |       | sophisticatedstorageinmotion        | Sophisticated Storage In Motion                   | 0.10.29                 | sophisticatedstorageinmotion.mixins.json                                                                                                                                                                                                                                                               | fbcf78b90a722a211ba202cd134d4743f3c253de | 1414571650     
speedstick-neoforge-26.1-1.0.0.jar                                                 |       | speedstick                          | SpeedStick                                        | 1.0.0                   |                                                                                                                                                                                                                                                                                                        | afc41079cbcb9aa9e1717268279d63e67d83f557 | 1001659730     
staylapis-neoforge-26.1.2-1.0.0-26.1.2.jar                                         |       | staylapis                           | StayLapis                                         | 1.0.0                   | staylapis.mixins.json                                                                                                                                                                                                                                                                                  | 618a2ace0bf6614ae3a85213c6b64c548d84f4eb | 1902577686     
Structory_26.1_v1.3.16.jar                                                         |       | structory                           | Structory                                         | 1.3.16                  |                                                                                                                                                                                                                                                                                                        | ee48f145a3a09fdb3f492576cbc21ed26abc74bb | 1516338501     
t_and_t-fabric-neoforge-1.13.11.jar                                                |       | t_and_t                             | Towns and Towers                                  | 1.13.11                 |                                                                                                                                                                                                                                                                                                        | 4cd47ac4de700ff8dc4d5c0cbfe9d2bf1535a92a | 412129941      
TerraBlender-neoforge-26.1.2-26.1.2.0.2.jar                                        |       | terrablender                        | TerraBlender                                      | 26.1.2.0.2              | terrablender.neoforge.mixins.json, terrablender.mixins.json                                                                                                                                                                                                                                            | a22e8b066bb8250024b48fd32e13d254e74a33e3 | 3025681766     
Terralith_26.1_v2.6.1_Neoforge.jar                                                 |       | terralith                           | Terralith                                         | 2.6.1                   | terralith.mixins.json                                                                                                                                                                                                                                                                                  | eded79445f9a50631e64c9f934d16243af3fac41 | 1267745246     
theurgy-26.1.2-neoforge-1.95.0.jar                                                 |       | theurgy                             | Theurgy                                           | 1.95.0                  |                                                                                                                                                                                                                                                                                                        | 1ca2b2d443ee32c79a393224e7ec9c3c208daf01 | 1183716829     
    /META-INF/jarjar/codedefinedgui-26.1.2-neoforge-1.8.0.jar                      |       | codedefinedgui                      | Code Defined GUI                                  | 1.8.0                   |                                                                                                                                                                                                                                                                                                        |                                          |                
toomanypaintings-26.03.29a+26.1-neoforge.jar                                       |       | toomanypaintings                    | Too Many Paintings!                               | 26.03.29a+26.1-neoforge |                                                                                                                                                                                                                                                                                                        | 60fb903295b8cd1e6b31732d3a348da21b6293b9 | 4220253530     
trashslot-neoforge-26.1.2-26.1.2.2.jar                                             |       | trashslot                           | TrashSlot                                         | 26.1.2.2                | trashslot.neoforge.mixins.json, trashslot.mixins.json                                                                                                                                                                                                                                                  | d569e0380a150d7d9cbc9d9218f08405ad3cb5ec | 2897604120     
travelerscompass-neoforge-26.1.1-4.3.01.jar                                        |       | travelerscompass                    | Traveler's Compass                                | 4.3.01                  | travelerscompass.neoforge.mixins.json, travelerscompass.mixins.json                                                                                                                                                                                                                                    | 29f272c5bd097e84fe7dc5dd95721b35c9ffc348 | 1308068651     
Tropicraft-9.10.0.jar                                                              |       | tropicraft                          | Tropicraft                                        | 9.10.0                  | tropicraft.mixins.json                                                                                                                                                                                                                                                                                 | 787a5188fc5986c27699c22f5674ee4ed6ffe01d | 3932206585     
    /META-INF/jarjar/Registrate-LT-MC26.1-1.3.0+9.jar                              |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
universalgrid-neoforge-26.1.2-1.0.1.jar                                            |       | universalgrid                       | Universal Grid                                    | 26.1.2-1.0.1            | universalgrid.mixins.json                                                                                                                                                                                                                                                                              | 149dedbc368fd22c60a964bde67e1c87189c05ea | 1026204658     
valhelsia_core-neoforge-26.1.2-1.1.6.jar                                           |       | valhelsia_core                      | Valhelsia Core                                    | 1.1.6                   | valhelsia_core.mixins.json                                                                                                                                                                                                                                                                             | 4888a345b4f0406ecf68afbae4c555a9e67fb6db | 604738881      
variantsandventures-neoforge-1.0.24+mc26.1.2.jar                                   |       | variantsandventures                 | Variants&Ventures                                 | 1.0.24                  | variantsandventures-common.mixins.json, variantsandventures-neoforge.mixins.json                                                                                                                                                                                                                       | d3a1a1d20483111dfc465a9b8c2ed2a803720309 | 3532733492     
waystones-neoforge-26.1.2-26.1.2.3.jar                                             |       | waystones                           | Waystones                                         | 26.1.2.3                | waystones.mixins.json, waystones.neoforge.mixins.json                                                                                                                                                                                                                                                  | dfd28e273da850c0ede9fa1fd98094065fa6f9e9 | 2572621184     
wider_ender_chests-neoforge-26.1.2-1.2.0.jar                                       |       | wider_ender_chests                  | Wider Ender Chests                                | 1.2.0                   | wider_ender_chests.neoforge.mixins.json, wider_ender_chests.mixins.json                                                                                                                                                                                                                                | 54d8c87801baa28a14254a09d94be67c7904a3b2 | 965764856      
worldedit-hang-fix-v1.0.5-mc26.1.2.jar                                             |       | worldedithangfix                    | worldedit-hang-fix                                | 1.0.5                   | worldedithangfix.mixins.json                                                                                                                                                                                                                                                                           | 7651ec4ca5e994af4a1e63b3fa30f43d3d539265 | 1474185766     
worldedit-mod-7.4.3.jar                                                            |       | worldedit                           | WorldEdit                                         | 7.4.3+7515-78babeb      | worldedit-coremc.mixins.json                                                                                                                                                                                                                                                                           | 87dc85780868e38885d188a60fc7f9f7d8be5277 | 2796664871     
    /META-INF/jars/fabric-api-base-2.0.3+ece063234c.jar                            |       | fabric-api-base                     | Fabric API Base                                   | 2.0.3+ece063234c        |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jars/fabric-command-api-v2-3.0.5+e2bdee784c.jar                      |       | fabric-command-api-v2               | Fabric Command API (v2)                           | 3.0.5+e2bdee784c        | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                            |                                          |                
    /META-INF/jars/fabric-events-interaction-v0-5.2.0+a67251b84c.jar               |       | fabric-events-interaction-v0        | Fabric Events Interaction (v0)                    | 5.2.0+a67251b84c        | fabric-events-interaction-v0.mixins.json, fabric-events-interaction-v0.client.mixins.json                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-lifecycle-events-v1-4.1.0+6d50a0854c.jar                 |       | fabric-lifecycle-events-v1          | Fabric Lifecycle Events (v1)                      | 4.1.0+6d50a0854c        | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                  |                                          |                
